date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:19:54	1060/1060	U-----	200	untouched ('')	image/webp	etag:%2268f55750-424%22	https://valoramericaneagle.com/assets/img/about/Star.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/about/Star.webp	(from https://valoramericaneagle.com/)
00:20:29	1988/1988	U-----	200	untouched ('')	image/webp	etag:%2268f55750-7c4%22	https://valoramericaneagle.com/assets/img/line/Star.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/line/Star.webp	(from https://valoramericaneagle.com/)
00:20:29	45534/45534	U-----	200	untouched ('')	image/webp	etag:%2268f55750-b1de%22	https://valoramericaneagle.com/assets/img/how/bg.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/how/bg.webp	(from https://valoramericaneagle.com/)
00:20:29	1698/1698	U-----	200	untouched ('')	image/webp	etag:%2268f55750-6a2%22	https://valoramericaneagle.com/assets/img/how/Star.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/how/Star.webp	(from https://valoramericaneagle.com/)
00:20:30	171964/171964	U-----	200	untouched ('')	image/webp	etag:%2268f55750-29fbc%22	https://valoramericaneagle.com/assets/img/how/01.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/how/01.webp	(from https://valoramericaneagle.com/)
00:21:05	73268/73268	U-----	200	untouched ('')	image/webp	etag:%2268f55750-11e34%22	https://valoramericaneagle.com/assets/img/join/title.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/join/title.webp	(from https://valoramericaneagle.com/)
00:21:05	210838/210838	U-----	200	untouched ('')	image/webp	etag:%2268f55750-33796%22	https://valoramericaneagle.com/assets/img/join/bg.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/join/bg.webp	(from https://valoramericaneagle.com/)
00:21:05	57396/57396	U-----	200	untouched ('')	image/webp	etag:%2268f55750-e034%22	https://valoramericaneagle.com/assets/img/join/eagle.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/join/eagle.webp	(from https://valoramericaneagle.com/)
00:21:06	12626/12626	U-----	200	untouched ('')	image/webp	etag:%2268f55750-3152%22	https://valoramericaneagle.com/assets/img/overlay/noise-768.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/overlay/noise-768.webp	(from https://valoramericaneagle.com/css/index.min.css?v=1760774053690)
00:21:06	6886/6886	U-----	200	untouched ('')	image/webp	etag:%2268f55750-1ae6%22	https://valoramericaneagle.com/assets/img/about/body-bg.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/about/body-bg.webp	(from https://valoramericaneagle.com/css/index.min.css?v=1760774053690)
00:21:06	100346/100346	U-----	200	untouched ('')	image/webp	etag:%2268f55750-187fa%22	https://valoramericaneagle.com/assets/img/overlay/noise-1920.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/overlay/noise-1920.webp	(from https://valoramericaneagle.com/css/index.min.css?v=1760774053690)
00:21:06	278748/278748	U-----	200	untouched ('')	image/webp	etag:%2268f55750-440dc%22	https://valoramericaneagle.com/assets/img/overlay/noise.webp	E:/Ihop/Valor2/valoramericaneagle.com/assets/img/overlay/noise.webp	(from https://valoramericaneagle.com/css/index.min.css?v=1760774053690)
